brand,card_id,coord_name,part,img_url,color
第1章,P01-11,ヒップホップ,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20.png,その他
第1章,P01-11,ヒップホップ,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/21.png,その他
第1章,P01-11,ヒップホップ,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/22.png,その他
第1章,P01-11,ヒップホップ,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/23.png,その他
第1章,P01-12,ヒップホップパープル,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/24.png,パープル
第1章,P01-12,ヒップホップパープル,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/25.png,パープル
第1章,P01-12,ヒップホップパープル,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/26.png,パープル
第1章,P01-12,ヒップホップパープル,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/27.png,パープル
第1章,P01-13,ネオンチェッカー,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/52.png,その他
第1章,P01-13,ネオンチェッカー,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/53.png,その他
第1章,P01-13,ネオンチェッカー,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/54.png,その他
第1章,P01-13,ネオンチェッカー,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/55.png,その他
第1章,P01-14,ネオンチェッカースカイ,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/148.png,ブルー
第1章,P01-14,ネオンチェッカースカイ,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/149.png,ブルー
第1章,P01-14,ネオンチェッカースカイ,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/150.png,ブルー
第1章,P01-14,ネオンチェッカースカイ,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/151.png,ブルー
第1章,P01-15,コスメティック,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/76.png,その他
第1章,P01-15,コスメティック,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/77.png,その他
第1章,P01-15,コスメティック,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/78.png,その他
第1章,P01-15,コスメティック,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/79.png,その他
第1章,P01-16,レースヒーロー,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/44.png,その他
第1章,P01-16,レースヒーロー,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/45.png,その他
第1章,P01-16,レースヒーロー,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/46.png,その他
第1章,P01-16,レースヒーロー,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/47.png,その他
第1章,P01-17,プリマジチェックピンク,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/64.png,ピンク
第1章,P01-17,プリマジチェックピンク,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/65.png,ピンク
第1章,P01-17,プリマジチェックピンク,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/66.png,ピンク
第1章,P01-17,プリマジチェックピンク,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/67.png,ピンク
第1章,P01-18,プリマジチェックオレンジ,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/68.png,オレンジ
第1章,P01-18,プリマジチェックオレンジ,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/69.png,オレンジ
第1章,P01-18,プリマジチェックオレンジ,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/70.png,オレンジ
第1章,P01-18,プリマジチェックオレンジ,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/71.png,オレンジ
第1章,P01-19,ガーリーデニム,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/90.png,その他
第1章,P01-19,ガーリーデニム,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/91.png,その他
第1章,P01-19,ガーリーデニム,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/92.png,その他
第1章,P01-19,ガーリーデニム,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/93.png,その他
第1章,P01-20,げんきチェック,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/56.png,その他
第1章,P01-20,げんきチェック,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/57.png,その他
第1章,P01-20,げんきチェック,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/58.png,その他
第1章,P01-20,げんきチェック,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/59.png,その他
第1章,P01-21,プチパール,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/94.png,ホワイト
第1章,P01-21,プチパール,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/95.png,ホワイト
第1章,P01-21,プチパール,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/96.png,ホワイト
第1章,P01-21,プチパール,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/97.png,ホワイト
第1章,P01-22,ギンガムジャンパー,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/106.png,その他
第1章,P01-22,ギンガムジャンパー,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/107.png,その他
第1章,P01-22,ギンガムジャンパー,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/108.png,その他
第1章,P01-22,ギンガムジャンパー,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/109.png,その他
第1章,P01-23,フレッシュフラワー,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/110.png,その他
第1章,P01-23,フレッシュフラワー,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/111.png,その他
第1章,P01-23,フレッシュフラワー,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/112.png,その他
第1章,P01-23,フレッシュフラワー,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/113.png,その他
第1章,P01-24,アクティブダンス,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/98.png,その他
第1章,P01-24,アクティブダンス,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/99.png,その他
第1章,P01-24,アクティブダンス,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/100.png,その他
第1章,P01-24,アクティブダンス,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/101.png,その他
第1章,P01-25,ロックレザー,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/60.png,ブラック
第1章,P01-25,ロックレザー,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/61.png,ブラック
第1章,P01-25,ロックレザー,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/62.png,ブラック
第1章,P01-25,ロックレザー,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/63.png,ブラック
第1章,P01-26,ストリートライン,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/80.png,その他
第1章,P01-26,ストリートライン,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/81.png,その他
第1章,P01-26,ストリートライン,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/82.png,その他
第1章,P01-26,ストリートライン,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/83.png,その他
第1章,P01-27,ワッペンデニム,ワンピース,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/102.png,その他
第1章,P01-27,ワッペンデニム,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/103.png,その他
第1章,P01-27,ワッペンデニム,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/104.png,その他
第1章,P01-28,ワッペンパーカー,ワンピース,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/105.png,その他
第1章,P01-29,まつりスクール,ワンピース,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/84.png,その他
第1章,P01-29,まつりスクール,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/85.png,その他
第1章,P01-29,まつりスクール,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/86.png,その他
第1章,P01-30,ひなスクール,ワンピース,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/87.png,その他
第1章,P01-30,ひなスクール,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/88.png,その他
第1章,P01-30,ひなスクール,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/89.png,その他
第1章,P01-31,げんきチェックグリーン,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/133.png,グリーン
第1章,P01-31,げんきチェックグリーン,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/134.png,グリーン
第1章,P01-31,げんきチェックグリーン,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/135.png,グリーン
第1章,P01-31,げんきチェックグリーン,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/136.png,グリーン
第1章,P01-32,ギンガムジャンパーピンク,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/118.png,ピンク
第1章,P01-32,ギンガムジャンパーピンク,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/119.png,ピンク
第1章,P01-32,ギンガムジャンパーピンク,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/120.png,ピンク
第1章,P01-32,ギンガムジャンパーピンク,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/121.png,ピンク
第1章,P01-33,ロックレザーグリーン,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/152.png,グリーン
第1章,P01-33,ロックレザーグリーン,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/153.png,グリーン
第1章,P01-33,ロックレザーグリーン,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/154.png,グリーン
第1章,P01-33,ロックレザーグリーン,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/155.png,グリーン
第1章,P01-34,プチパールベージュ,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/129.png,ホワイト
第1章,P01-34,プチパールベージュ,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/130.png,ホワイト
第1章,P01-34,プチパールベージュ,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/131.png,ホワイト
第1章,P01-34,プチパールベージュ,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/132.png,ホワイト
第1章,P01-35,アクティブダンスイエロー,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/122.png,イエロー
第1章,P01-35,アクティブダンスイエロー,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/123.png,イエロー
第1章,P01-35,アクティブダンスイエロー,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/124.png,イエロー
第1章,P01-35,アクティブダンスイエロー,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/125.png,イエロー
第1章,P01-36,ストリートラインピンク,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/156.png,ピンク
第1章,P01-36,ストリートラインピンク,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/157.png,ピンク
第1章,P01-36,ストリートラインピンク,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/158.png,ピンク
第1章,P01-36,ストリートラインピンク,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/159.png,ピンク
第1章,P01-37,フレッシュフラワーピンク,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/160.png,ピンク
第1章,P01-37,フレッシュフラワーピンク,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/161.png,ピンク
第1章,P01-37,フレッシュフラワーピンク,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/162.png,ピンク
第1章,P01-37,フレッシュフラワーピンク,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/163.png,ピンク
第1章,P01-38,ワッペンパーカースカイ,ワンピース,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/137.png,ブルー
第1章,P01-38,ワッペンパーカースカイ,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/138.png,ブルー
第1章,P01-38,ワッペンパーカースカイ,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/139.png,ブルー
第1章,P01-39,ガーリーデニムスカイ,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/114.png,ブルー
第1章,P01-39,ガーリーデニムスカイ,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/115.png,ブルー
第1章,P01-39,ガーリーデニムスカイ,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/116.png,ブルー
第1章,P01-39,ガーリーデニムスカイ,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/117.png,ブルー
第1章,P01-40,フルーツパフェパープル,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/164.png,パープル
第1章,P01-40,フルーツパフェパープル,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/165.png,パープル
第1章,P01-40,フルーツパフェパープル,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/166.png,パープル
第1章,P01-40,フルーツパフェパープル,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/167.png,パープル
第1章,P01-47,ハートバルーンキラフワ,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20003.png,ピンク
第1章,P01-47,ハートバルーンキラフワ,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20004.png,ピンク
第1章,P01-47,ハートバルーンキラフワ,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20005.png,ピンク
第1章,P01-54,ロックレザーレッド,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20031.png,ブラック
第1章,P01-54,ロックレザーレッド,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20032.png,ブラック
第1章,P01-54,ロックレザーレッド,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20033.png,ブラック
第1章,P01-54,ロックレザーレッド,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20034.png,ブラック
第1章,P01-55,ガーリーデニムパープル,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20035.png,パープル
第1章,P01-55,ガーリーデニムパープル,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20036.png,パープル
第1章,P01-55,ガーリーデニムパープル,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20037.png,パープル
第1章,P01-55,ガーリーデニムパープル,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20038.png,パープル
第1章,P01-56,ネオンチェッカーピンク,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20039.png,ピンク
第1章,P01-56,ネオンチェッカーピンク,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20040.png,ピンク
第1章,P01-56,ネオンチェッカーピンク,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20041.png,ピンク
第1章,P01-56,ネオンチェッカーピンク,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20042.png,ピンク
第1章,P01-58,フレッシュフラワーオレンジ,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20045.png,オレンジ
第1章,P01-58,フレッシュフラワーオレンジ,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20046.png,オレンジ
第1章,P01-58,フレッシュフラワーオレンジ,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20047.png,オレンジ
第1章,P01-58,フレッシュフラワーオレンジ,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20048.png,オレンジ
第1章,P01-59,レースヒーローパープル,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20049.png,パープル
第1章,P01-59,レースヒーローパープル,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20050.png,パープル
第1章,P01-59,レースヒーローパープル,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20051.png,パープル
第1章,P01-59,レースヒーローパープル,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P01/20052.png,パープル
第2章,P02-01,ステンドグラス,ワンピース,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/168.png,その他
第2章,P02-01,ステンドグラス,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/169.png,その他
第2章,P02-01,ステンドグラス,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/170.png,その他
第2章,P02-02,ステンドグラスホワイト,ワンピース,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/171.png,ホワイト
第2章,P02-02,ステンドグラスホワイト,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/172.png,ホワイト
第2章,P02-02,ステンドグラスホワイト,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/173.png,ホワイト
第2章,P02-03,マナマナみゃむ,ワンピース,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/174.png,その他
第2章,P02-03,マナマナみゃむ,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/175.png,その他
第2章,P02-03,マナマナみゃむ,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/176.png,その他
第2章,P02-04,マナマナみゃむピンク,ワンピース,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/177.png,ピンク
第2章,P02-04,マナマナみゃむピンク,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/178.png,ピンク
第2章,P02-04,マナマナみゃむピンク,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/179.png,ピンク
第2章,P02-05,ゴシックケープ,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/180.png,ブラック
第2章,P02-05,ゴシックケープ,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/181.png,ブラック
第2章,P02-05,ゴシックケープ,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/182.png,ブラック
第2章,P02-05,ゴシックケープ,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/183.png,ブラック
第2章,P02-06,ゴシックケープグリーン,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/184.png,グリーン
第2章,P02-06,ゴシックケープグリーン,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/185.png,グリーン
第2章,P02-06,ゴシックケープグリーン,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/186.png,グリーン
第2章,P02-06,ゴシックケープグリーン,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/187.png,グリーン
第2章,P02-07,ムーンライト,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/188.png,その他
第2章,P02-07,ムーンライト,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/189.png,その他
第2章,P02-07,ムーンライト,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/190.png,その他
第2章,P02-07,ムーンライト,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/191.png,その他
第2章,P02-08,ムーンライトレッド,トップス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/192.png,その他
第2章,P02-08,ムーンライトレッド,ボトムス,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/193.png,その他
第2章,P02-08,ムーンライトレッド,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/194.png,その他
第2章,P02-08,ムーンライトレッド,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/195.png,その他
第2章,P02-09,ドレッシーピアノ,ワンピース,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/196.png,その他
第2章,P02-09,ドレッシーピアノ,シューズ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/197.png,その他
第2章,P02-09,ドレッシーピアノ,アクセサリ,https://www.takaratomy-arts.co.jp/specials/primagi/assets/images/item/P02/198.png,その他
